text,label
happened here while you were adventuring,Normal
"Sorry, I'll call later",Normal
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Normal
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",Normal
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",Normal
We are both fine. Thanks,Normal
Only once then after ill obey all yours.,Normal
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,Normal
Wat r u doing?,Normal
Dude how do you like the buff wind.,Normal
I will come with karnan car. Please wait till 6pm will directly goto doctor.,Normal
Mmm so yummy babe ... Nice jolt to the suzy,Normal
"Maybe westshore or hyde park village, the place near my house?",Normal
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Normal
I see a cup of coffee animation,Normal
Ok. There may be a free gym about.,Normal
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,Spam
Doing my masters. When will you buy a bb cos i have for sale and how's bf,Normal
Ugh hopefully the asus ppl dont randomly do a reformat.,Normal
Haven't left yet so probably gonna be here til dinner,Normal
Sounds like you have many talents! would you like to go on a dinner date next week?,Normal
Have you bookedthe hut? And also your time off? How are you by the way?,Normal
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,Normal
"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",Normal
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,Normal
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",Normal
Well i know Z will take care of me. So no worries.,Normal
Hi darlin did youPhone me? Im atHome if youwanna chat.,Normal
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Normal
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,Normal
Moji just informed me that you saved our lives. Thanks.,Normal
Chk in ur belovd ms dict,Normal
Will ü b going to esplanade fr home?,Normal
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",Spam
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",Normal
This pay is  &lt;DECIMAL&gt;  lakhs:),Normal
Easy ah?sen got selected means its good..,Normal
"There'll be a minor shindig at my place later tonight, you interested?",Normal
Cps is causing the outages to conserve energy.,Normal
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",Normal
Good evening! this is roger. How are you?,Normal
"I'm in solihull, | do you want anything?",Normal
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,Normal
Will you be here for food,Normal
I wait 4 ü inside da car park...,Normal
U sick still can go shopping?,Normal
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,Normal
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",Spam
Shall i send that exe to your mail id.,Normal
It's justbeen overa week since we broke up and already our brains are going to mush!,Normal
Of course. I guess god's just got me on hold right now.,Normal
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",Normal
645,Normal
No no. I will check all rooms befor activities,Normal
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,Normal
Can a not?,Normal
I not busy juz dun wan 2 go so early.. Hee.. ,Normal
Ultimately tor motive tui achieve korli.,Normal
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,Spam
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,Normal
Come to medical college at 7pm ......forward it da,Normal
on a Tuesday night r u 4 real,Normal
Tired. I haven't slept well the past few nights.,Normal
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",Normal
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",Spam
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,Normal
You will be in the place of that man,Normal
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",Normal
Yeah it's jus rite...,Normal
Do u noe wat time e place dat sells 4d closes?,Normal
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",Spam
U should have made an appointment,Normal
Many times we lose our best ones bcoz we are ,Normal
Hows that watch resizing,Normal
I'll be at mu in like  &lt;#&gt;  seconds,Normal
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,Spam
Yup... How ü noe leh...,Normal
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,Spam
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,Normal
I'm hungry buy smth home...,Normal
Erutupalam thandiyachu,Normal
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Spam
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,Normal
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,Normal
Gud mrng dear hav a nice day,Normal
Ü v ma fan...,Normal
Do you know when dad will be back?,Normal
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,Normal
"I guess you could be as good an excuse as any, lol.",Normal
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",Normal
I'm at work. Please call,Normal
So how are you really. What are you up to. How's the masters. And so on.,Normal
I like to talk pa but am not able to. I dont know y.,Normal
I'm done oredi...,Normal
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",Normal
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,Normal
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",Normal
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,Normal
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,Normal
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",Normal
These won't do. Have to move on to morphine,Normal
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,Spam
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,Normal
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",Normal
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,Normal
Yavnt tried yet and never played original either,Normal
Apo all other are mokka players only,Normal
:-) :-),Normal
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",Spam
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,Spam
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",Normal
Yar but they say got some error.,Normal
You still at grand prix?,Normal
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,Normal
10 min later k...,Normal
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",Normal
No let me do the math. Your not good at it.,Normal
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,Spam
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Normal
I'll let you know when it kicks in,Normal
If you r @ home then come down within 5 min,Normal
Ok lor. I'm in town now lei.,Normal
"Gosh that , what a pain. Spose I better come then.",Normal
You do your studies alone without anyones help. If you cant no need to study.,Normal
Ü dun need to pick ur gf?,Normal
U repeat e instructions again. Wat's e road name of ur house?,Normal
hanks lotsly!,Normal
Ok lor... Or u wan me go look 4 u?,Normal
"Are you sure you don't mean ""get here, we made you hold all the weed""",Normal
You are gorgeous! keep those pix cumming :) thank you!,Normal
I dunno lei... Like dun haf...,Normal
I think just yourself …Thanks and see you tomo,Normal
Yup but not studying surfing lor. I'm in e lazy mode today.,Normal
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,Spam
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",Spam
"I can. But it will tell quite long, cos i haven't finish my film yet...",Normal
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,Normal
I'm gonna rip out my uterus.,Normal
I am not having her number sir,Normal
Somebody should go to andros and steal ice,Normal
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",Normal
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,Normal
Members-only preview sale starts tomorrow! Get first access to our newest arrivals.,Promotional
Sorry about that this is my mates phone and i didnt write it love Kate,Normal
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,Normal
Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,Normal
Ok then u tell me wat time u coming later lor.,Normal
ILL B DOWN SOON,Normal
Then she buying today? Ü no need to c meh...,Normal
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Normal
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,Normal
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",Normal
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",Normal
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,Normal
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,Spam
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,Normal
"K, if u bored up just come to my home..",Normal
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",Normal
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,Spam
"Sir Goodmorning, Once free call me.",Normal
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Spam
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",Normal
(That said can you text him one more time?),Normal
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,Normal
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,Spam
Thank you. I like you as well...,Normal
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,Spam
Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,Normal
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",Spam
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Spam
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,Normal
How would my ip address test that considering my computer isn't a minecraft server,Normal
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",Normal
Can u look 4 me in da lib i got stuff havent finish yet.,Normal
Sending you greetings of joy and happiness. Do have a gr8 evening,Normal
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",Normal
Thought we could go out for dinner. I'll treat you! Seem ok?,Normal
Probably earlier than that if the station's where I think it is,Normal
Wanna do some art?! :D,Normal
Lol they were mad at first but then they woke up and gave in.,Normal
"Sorry, I'll call later",Normal
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,Normal
I think asking for a gym is the excuse for lazy people. I jog.,Normal
I will reach ur home in  &lt;#&gt;  minutes,Normal
Ok I'm gonna head up to usf in like fifteen minutes,Normal
"I av a new number,  . Wil u only use this one,ta.",Normal
No dear i was sleeping :-P,Normal
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,Normal
Mm i had my food da from out,Normal
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",Spam
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,Normal
I place all ur points on e cultures module already.,Normal
No but the bluray player can,Normal
Kent vale lor... Ü wait 4 me there ar?,Normal
Cheers for the card ... Is it that time of year already?,Normal
May i call You later Pls,Normal
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,Spam
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",Normal
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,Normal
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Normal
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",Normal
Are u awake? Is there snow there?,Normal
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,Normal
That's significant but dont worry.,Normal
No message..no responce..what happend?,Normal
Congratulations! Your phone number was randomly selected to win a brand new Tesla!,Scam
Lmao you know me so well...,Normal
Ok.,Normal
Lol or I could just starve and lose a pound by the end of the day.,Normal
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,Normal
Ya that one is slow as poo,Normal
S:-)if we have one good partnership going we will take lead:),Normal
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,Normal
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",Spam
Oops my phone died and I didn't even know. Yeah I like it better.,Normal
"Yep, at derek's house now, see you Sunday &lt;3",Normal
U studying in sch or going home? Anyway i'll b going 2 sch later.,Normal
Aiyo please ü got time meh.,Normal
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",Normal
"Great. I'm in church now, will holla when i get out",Normal
Don no da:)whats you plan?,Normal
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",Normal
I anything lor.,Normal
Sorry. || mail? || ,Normal
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,Normal
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,Normal
Ok try to do week end course in coimbatore.,Normal
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,Normal
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Spam
"Since when, which side, any fever, any vomitin.",Normal
"Hi Chikku, send some nice msgs",Normal
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,Normal
You have an important customer service announcement from PREMIER.,Spam
I am in tirupur.  call you da.,Normal
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",Spam
Where to get those?,Normal
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
Where is that one day training:-),Normal
Yeah I can still give you a ride,Normal
I dunno until when... Lets go learn pilates...,Normal
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,Normal
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,Spam
Are you free now?can i call now?,Normal
Actually getting ready to leave the house.,Normal
R u still working now?,Normal
U call me alter at 11 ok.,Normal
You intrepid duo you! Have a great time and see you both soon. ,Normal
U wake up already? Thanx 4 e tau sar piah it's quite nice.,Normal
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",Normal
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,Spam
How much r ü willing to pay?,Normal
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,Normal
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",Spam
VIP exclusive: Private shopping event this Saturday. RSVP now for 40% off everything.,Promotional
Come to my home for one last time i wont do anything. Trust me.,Normal
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,Normal
"I can probably come by, everybody's done around  &lt;#&gt;  right?",Normal
Horrible bf... I now v hungry...,Normal
I'm working technical support :)voice process.networking field.,Normal
Our Prashanthettan's mother passed away last night. pray for her and family.,Normal
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,Spam
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",Normal
All sounds good. Fingers . Makes it difficult to type,Normal
"What's up bruv, hope you had a great break. Do have a rewarding semester.",Normal
Every monday..nxt week vl be completing..,Normal
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,Normal
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,Normal
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,Normal
Cause I'm not freaky lol,Normal
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",Normal
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,Spam
Would me smoking you out help us work through this difficult time,Normal
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",Normal
Call FREEPHONE 0800 542 0578 now!,Spam
Oh dang! I didn't mean o send that to you! Lol!,Normal
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,Normal
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,Normal
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Normal
Sorry i din lock my keypad.,Normal
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,Normal
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,Normal
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),Spam
"Awesome, I'll see you in a bit",Normal
Reverse is cheating. That is not mathematics.,Normal
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,Spam
Thanks for understanding. I've been trying to tell sura that.,Normal
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Normal
Does she usually take fifteen fucking minutes to respond to a yes or no question,Normal
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",Normal
Yes da. Any plm at ur office,Normal
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",Normal
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,Normal
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,Normal
"Goodmorning, Today i am late for  &lt;#&gt; min.",Normal
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam
Ok Chinese food on its way. When I get fat you're paying for my lipo.,Normal
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,Normal
"Call me. I m unable to cal. Lets meet bhaskar, and deep",Normal
Yes. Last  practice,Normal
"I don't think I can get away for a trek that long with family in town, sorry",Normal
Or ü go buy wif him then i meet ü later can?,Normal
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Spam
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,Normal
Good. do you think you could send me some pix? I would love to see your top and bottom...,Normal
R ü going 4 today's meeting?,Normal
Mm i am on the way to railway,Normal
Mm feeling sleepy. today itself i shall get that dear,Normal
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",Normal
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,Normal
What is the plural of the noun research?,Normal
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,Normal
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",Normal
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,Normal
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,Normal
Love you aathi..love u lot..,Normal
How many licks does it take to get to the center of a tootsie pop?,Normal
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,Normal
Ü still attending da talks?,Normal
You will be in the place of that man,Normal
Don know. I did't msg him recently.,Normal
Gud mrng dear hav a nice day,Normal
Then ur physics get a-?,Normal
Where did u go? My phone is gonna die you have to stay in here,Normal
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,Normal
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,Normal
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",Normal
If you are not coughing then its nothing,Normal
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,Spam
Oh you got many responsibilities.,Normal
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,Normal
Ü go home liao? Ask dad to pick me up at 6...,Normal
", ow u dey.i paid 60,400thousad.i told  u would call . ",Normal
Dear how is chechi. Did you talk to her,Normal
Ok ok take care. I can understand.,Normal
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,Spam
I dont know exactly could you ask chechi.,Normal
From 5 to 2 only my work timing.,Normal
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,Spam
Loyalty reward! You've earned 500 points. Redeem them for a $25 gift card today!,Promotional
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",Spam
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,Normal
Quite late lar... Ard 12 anyway i wun b drivin...,Normal
"Well, I meant as opposed to my drunken night of before",Normal
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,Normal
R u here yet? I'm wearing blue shirt n black pants.,Normal
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",Normal
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",Spam
Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,Normal
Lol great now im getting hungry.,Normal
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",Normal
No. Yes please. Been swimming?,Normal
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,Normal
I cant pick the phone right now. Pls send a message,Normal
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",Normal
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,Normal
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",Normal
Ok...,Normal
Unni thank you dear for the recharge..Rakhesh,Normal
Ok i also wan 2 watch e 9 pm show...,Normal
"Some friends want me to drive em someplace, probably take a while",Normal
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,Normal
Where @,Normal
We stopped to get ice cream and will go back after,Normal
Happy new year. Hope you are having a good semester,Normal
"No I'm good for the movie, is it ok if I leave in an hourish?",Normal
i felt so...not any conveying reason.. Ese he... What about me?,Normal
